photo-count,list-view-price,list-view-date,left,celly,celly 2,celly 3,celly 4,list-view-header,list-view-location,img-wrp href,he-lazy-image src,he-lazy-image src 2,city,district,neighborhood,room,living_room,area,age,floor,price
28,15000,14-03-2024,Kiralık Daire,1 +                        1,35 m²,25                       Yaşında,1. Kat,Ekonomi Ve 9 Eylul Arasinda Sifir Esyali Studyo,"Balçova, Korutürk Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/1/6/5/3/2/4/1710416902091-42356163.jpg,,izmir,balcova,koruturk,1,1,35,25,1,15000
21,24000,09-04-2024,Kiralık Daire,1 +                        1,50 m²,2                       Yaşında,1. Kat,Çtn'den Urla Gülbahçe'de 01 Temmuzdan İtibaren Kiralık 1+1 Daire,"Urla, Gülbahçe Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ctn-gayrimenkul-115022,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/0/5/7/3/2/4/479a3da5-0a9d-487e-8ded-dec5b2add1d9.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/2/0/5/1/1/b634fa2f-8ed3-4e90-86ab-231c0a58f807.jpg,izmir,urla,gulbahce,1,1,50,2,1,24000
14,15000,16-04-2024,Kiralık Daire,3 +                        1,120 m²,30                       Yaşında,2. Kat,İzmir Buca Efeler Mahallesinde Kiralık  3+1 Doğalgazlı Arakat Klasik Daire,"Buca, Efeler Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/mimartt-emlak-ofisi-118269,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/5/1/6/4/2/4/ddab9fba-0943-4cb1-b86f-b8efae05b879.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/6/2/8/1/1/a52102f5-b9d7-48f7-b484-41847b635417.jpg,izmir,buca,efeler,3,1,120,30,2,15000
8,30000,04-04-2024,Kiralık Müstakil Ev,1 +                        1,25 m²,8                       Yaşında,2. Kat,Urla Özbek' De Kiralık 1+1 Eşyalı Müstakil Bahçeli Ev,"Urla, Özbek Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/startkey-alfa-90478,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/7/6/6/1/2/4/5e0b8d96-a427-47db-887c-5a8b5fd01715.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/7/4/0/9/0/260cd203-13d2-414a-befc-da6783ce5dd6.jpg,izmir,urla,ozbek,1,1,25,8,2,30000
8,12000,09-04-2024,Kiralık Daire,1 +                        1,55 m²,0 Yaşında,6. Kat,Buca Adatepede Üniversite Yakını Havuzlu Site İçerisinde 1+1 Kiralık,"Buca, Adatepe Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-3-119895,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/0/6/5/4/2/4/1712191397-067744-42456065.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/8/9/1/1/96681a8d-acf4-4d1c-b71b-06316dd8f3d1.jpg,izmir,buca,adatepe,1,1,55,0,6,12000
13,9999,26-02-2024,Kiralık Daire,1 +                        1,55 m²,0 Yaşında,0. Kat,Sıfır Acil Kiralık Daire,"Buca, Kuruçeşme Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/6/2/7/0/2/4/1705588596533-42072689.jpg,,izmir,buca,kurucesme,1,1,55,0,0,9999
13,22000,15-02-2024,Kiralık Daire,2 +                        1,110 m²,30                       Yaşında,4. Kat,Sahibinden Eşyalı Kiralık Daire 2+1 100 M2,"Karabağlar, Bahçelievler Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/3/5/3/0/2/4/1704968376612-42035368.jpg,,izmir,karabaglar,bahcelievler,2,1,110,30,4,22000
13,24000,29-03-2024,Kiralık Daire,1 +                        1,65 m²,4                       Yaşında,2. Kat,A Loft Bornova Sitesinde Full Eşyalı Kiralık Daire,"Bornova, Kazımdirik Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-nova-2195,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/8/0/3/4/2/4/877e6b07-0a0f-4e43-b4ed-4bfaecec3c24.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/1/2/0/0/7934a40e-6b7b-4993-8308-b10f6b6e8f3d.jpg,izmir,bornova,kazimdirik,1,1,65,4,2,24000
15,30000,06-04-2024,Kiralık Daire,3 +                        1,220 m²,35                       Yaşında,3. Kat,Mithatpaşa Cad. Kiralık Daire,"Konak, Barbaros Mahallesi",,,,izmir,konak,barbaros,3,1,220,35,3,30000
13,20000,26-03-2024,Kiralık Daire,2 +                        1,80 m²,20                       Yaşında,-2. Kat,Şifne Yalıda 2+1 Eşyasız Yıllık Kiralık Daire,"Çeşme, Şifne Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/royal-alacati-gayrimenkul-116587,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/0/3/1/4/2/4/1711404459-489983-42413018.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/8/5/6/1/1/0cbe1dd0-adbb-4e21-b872-8dba9ff1c5f2.jpg,izmir,cesme,sifne,2,1,80,20,-2,20000
32,9200,09-04-2024,Kiralık Daire,1 +                        1,55 m²,5                       Yaşında,1. Kat,"Seyrek Bakırçay Üniversite Yakını Uygun Fiyatlı ,Eşyalı Kiralık","Menemen, Gazi Mustafa Kemal Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/remax-model-2499,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/6/7/7/3/2/4/cde589d4-0ab6-488e-a78a-772fc1f0300f.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/9/4/2/0/0/f5c7bc72-69e6-483e-ac20-2278c82a8850.jpg,izmir,menemen,gazi_mustafa_kemal,1,1,55,5,1,9200
26,22000,13-04-2024,Kiralık Daire,3 +                        1,145 m²,12                       Yaşında,2. Kat,Menderes Caddesi Dibinde Genis Ferah Daire,"Buca, Güven Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/0/5/2/3/2/4/1709897224355-42325087.jpg,,izmir,buca,guven,3,1,145,12,2,22000
26,15000,07-03-2024,Kiralık Daire,2 +                        1,100 m²,31                       Yaşında,0. Kat,Balçova Teleferik ' Te En Güzel Noktasında Eşyalı Kiralık 2+1,"Balçova, Teleferik Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/9/9/1/3/2/4/e0dcd452-de5a-4ec4-9969-13d788ab289c.jpeg,,izmir,balcova,teleferik,2,1,100,31,0,15000
24,13000,15-04-2024,Kiralık Daire,3 +                        1,185 m²,11                       Yaşında,2. Kat,Yılmaz Gayrimenkul'den Kiralık Daire ( Zafer Mah ),"Ödemiş, Zafer Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/yilmaz-gayrimenkul-83219,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/5/9/6/3/2/4/1ccd776b-7686-495a-989c-28993ed4356e.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/1/2/3/8/0/a87dd069-a7ee-4da5-835e-b356b9c2157e.jpg,izmir,odemis,zafer,3,1,185,11,2,13000
25,18000,22-03-2024,Kiralık Daire,2 +                        1,100 m²,4                       Yaşında,2. Kat,2+1 Kapalı Mutfak Geniş Daire,"Karşıyaka, Zübeyde Hanım Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/camli-gayrimenkul-134365,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/3/5/6/3/2/4/9edaa3e3-1b37-408a-8a60-fbbdc7d167bc.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/6/3/4/3/1/63b175b5-10ba-423d-b02a-1aed27a47de5.jpg,izmir,karsiyaka,zubeyde_hanim,2,1,100,4,2,18000
23,13000,28-03-2024,Kiralık Daire,3 +                        1,100 m²,0 Yaşında,0. Kat,Argun Yapı'dan  Sıfır Kiralık Eşyalı Doğalgazlı Cam Banlkonlu Daire,"Ödemiş, Türkmen Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/argun-yapi-gayrimenkul-142206,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/9/7/7/2/2/4/9d477511-607d-40b1-9426-4a84fe80c01c.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/0/2/2/4/1/a5ce69d7-a859-4761-bda6-9a69e994edb7.jpg,izmir,odemis,turkmen,3,1,100,0,0,13000
28,20000,15-02-2024,Kiralık Daire,3 +                        1,120 m²,31                       Yaşında,3. Kat,Pino Dan Dedebaşın Da. Ana Cadde Yakını Kiralık 3+1 Daire,"Karşıyaka, Dedebaşı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/8/7/0/2/2/4/f1a7c23f-6dce-4a8f-9a76-58e6ed644064.jpeg,,izmir,karsiyaka,dedebasi,3,1,120,31,3,20000
25,12000,22-03-2024,Kiralık Daire,1 +                        1,55 m²,3                       Yaşında,0. Kat,Havuzlu Site İçerisinde Bahçeli Sıfır Eşyalı Kiralık 1+1 Daire,"Torbalı, Yedi Eylül Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/6/2/8/1/2/4/5413bce4-8589-4f9e-8048-030662655d54.jpeg,,izmir,torbali,yedi_eylul,1,1,55,3,0,12000
49,40000,18-03-2024,Kiralık Daire,3 +                        1,170 m²,9                       Yaşında,4. Kat,"Full Yapılı , 3 Cepheli , Geniş Ve Ferah, 3+1 Kiralık Daire","Bayraklı, Soğukkuyu Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/5/7/0/1/2/4/ae07ab5e-933e-48be-83ce-e1d3c1159c68.jpg,,izmir,bayrakli,sogukkuyu,3,1,170,9,4,40000
34,18000,20-03-2024,Kiralık Daire,3 +                        1,110 m²,26                       Yaşında,6. Kat,Bornova Merkezde Gürmar Yanı Kiralık 3+1 Daire,"Bornova, Erzene Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/8/5/5/6/1/4/74f083aa-a49d-4cbc-9028-cd022bf3da6c.jpeg,,izmir,bornova,erzene,3,1,110,26,6,18000
33,19000,04-03-2024,Kiralık Daire,1 +                        1,55 m²,5                       Yaşında,4. Kat,Soyak Siesta Oxygen Havuz Cepheli Kiralik Full Esyali 1+1 Daire,"Karşıyaka, İnönü Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ted-office-gayrimenkul-117989,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/0/0/0/1/0/4/1680518208-628594-40100079.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/8/9/7/1/1/5b9308cd-67cc-4598-b1fe-89571fa61284.jpg,izmir,karsiyaka,inonu,1,1,55,5,4,19000
41,13500,20-03-2024,Kiralık Daire,2 +                        1,75 m²,5                       Yaşında,5. Kat,Marka'dan Anacadde&kampüs Yakını Eşyalı Klimalı Kiralık 2+1daire,"Buca, Kuruçeşme Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/marka-gayrimenkul-71024,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/3/3/8/3/2/4/aa0574b8-27ca-467e-bd66-e9ef93c50142.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/7/0/7dda055d-5082-46bd-ad38-896553f4ebda.jpg,izmir,buca,kurucesme,2,1,75,5,5,13500
14,13000,21-03-2024,Kiralık Daire,1 +                        1,70 m²,5                       Yaşında,1. Kat,İzmir Torbalı Yedieylül Mahhallesi Site İçerisinde 1+1 Eşyalı Ki,"Torbalı, Yedi Eylül Mahallesi",,,,izmir,torbali,yedi_eylul,1,1,70,5,1,13000
29,18000,15-04-2024,Kiralık Daire,2 +                        1,100 m²,40                       Yaşında,3. Kat,Konak - Karataş Semtinde Cadde Üzeri Eşyalı Ya Da Eşyasız  Kiralık Ara Kat Daire,"Konak, Turgut Reis Mahallesi",,,,izmir,konak,turgut_reis,2,1,100,40,3,18000
13,20000,06-03-2024,Kiralık Daire,2 +                        1,90 m²,30                       Yaşında,3. Kat,"İzefesden Kiralık Karşıyakada 2+1 Daire Asansörlü, Doğalgazlı","Karşıyaka, Tersane Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/7/4/1/3/2/4/c278c806-726a-414f-872a-b3e9547743dc.jpg,,izmir,karsiyaka,tersane,2,1,90,30,3,20000
13,13500,30-03-2024,Kiralık Daire,1 +                        1,35 m²,21                       Yaşında,0. Kat,Eşyalı Kiralık Daire,"Karabağlar, Üçkuyular Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/epa-izmir-hatay-temsilciligi-48991,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/7/8/6/0/2/4/b3fe2c9d-e1ba-41dd-adbe-0b401710e595.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/9/9/8/4/0/646a2beb-4fda-477a-acb9-2162ded39307.jpg,izmir,karabaglar,uckuyular,1,1,35,21,0,13500
11,15500,31-03-2024,Kiralık Daire,3 +                        1,100 m²,25                       Yaşında,1. Kat,Güzelyalıda Eşyalı Kiralık Daire,"Konak, Güzelyalı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/3/0/6/2/2/4/1708794608-4625912-42260341.jpeg,,izmir,konak,guzelyali,3,1,100,25,1,15500
11,22000,05-04-2024,Kiralık Daire,2 +                        1,85 m²,0 Yaşında,4. Kat,Turyap'tan Gaziemir Atıfbey Mah.De Lüks Kiralık 2+1 Daire,"Gaziemir, Atıfbey Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-izmir-buca-temsilciligi-15356,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/5/1/2/1/2/4/984abae4-617e-43d2-9c13-a7ac24caaa04.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/3/5/1/0/dd1d6e78-ba67-4d2e-9977-287eca55e573.jpg,izmir,gaziemir,atifbey,2,1,85,0,4,22000
12,13250,20-02-2024,Kiralık Daire,3 +                        1,110 m²,20                       Yaşında,3. Kat,Sahibinden Kiralık Daire,"Karabağlar, Yurdoğlu Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/9/2/3/2/2/4/1708367482-866313-42232989.jpeg,,izmir,karabaglar,yurdoglu,3,1,110,20,3,13250
12,11500,02-02-2024,Kiralık Daire,2 +                        1,80 m²,25                       Yaşında,5. Kat,Buca İzkent Sahibinden Kiralık 2+1 Daire,"Buca, İzkent Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/6/0/3/1/2/4/1706647050646-42130690.jpg,,izmir,buca,izkent,2,1,80,25,5,11500
12,14000,08-04-2024,Kiralık Villa,3 +                        1,160 m²,8                       Yaşında,2. Kat,Çeşme Şifne De Müstakil.,"Çeşme, Şifne Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/9/2/8/0/2/4/1705780077091-42082989.jpg,,izmir,cesme,sifne,3,1,160,8,2,14000
12,27500,14-03-2024,Kiralık Daire,1 +                        1,78 m²,25                       Yaşında,5. Kat,"Mavişehir Pamukkale 1+1 , 8 Mayıs 2024 İtibari İle","Karşıyaka, Mavişehir Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/4/9/6/9/0/4/Vlx3k7Qc-eRf6p9WLhZSW.jpeg,,izmir,karsiyaka,mavisehir,1,1,78,25,5,27500
18,14000,16-04-2024,Kiralık Daire,2 +                        1,90 m²,5                       Yaşında,3. Kat,Yeşilyurt Hasan Tahsin Okulu Çevre 2+1 Doğalgazlı Kiralık D.,"Karabağlar, Vatan Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-yildiz-subesi-61913,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/0/9/3/4/2/4/dcca63a6-c8ba-44bf-b6f0-4b6309d110b6.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/1/9/1/6/0/8b26ec88-ee6a-4e2b-ade4-a596ba6ad53b.jpg,izmir,karabaglar,vatan,2,1,90,5,3,14000
25,15000,13-03-2024,Kiralık Daire,1 +                        1,55 m²,4                       Yaşında,1. Kat,Ayrancılar Türkmenköy Mah. Full Eşyalı Havuzlu 1+1 Kiralık Daire,"Torbalı, Türkmenköy Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-gaziemir-temsilciligi-90115,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/7/5/4/3/2/4/aade220c-c3c3-47d9-a6ed-ee23f45e3f4f.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/1/0/9/0/8053d30c-6918-4c8f-a821-1b141378aad0.jpg,izmir,torbali,turkmenkoy,1,1,55,4,1,15000
32,13000,06-04-2024,Kiralık Daire,2 +                        1,95 m²,28                       Yaşında,2. Kat,Reis Mh Pazaryeri Yakını 2+1 95m2 Arakat Doğalgazlı Kiralık Daire,"Karabağlar, Reis Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-23746,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/8/3/4/4/2/4/23d2b847-35f9-49a5-9de3-bca2c10afc7b.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/7/3/2/0/404b3208-931c-4599-b3ba-7cb5088f0c16.jpg,izmir,karabaglar,reis,2,1,95,28,2,13000
12,20000,02-04-2024,Kiralık Daire,3 +                        1,125 m²,38                       Yaşında,5. Kat,Bozyaka Ssk Ya Yakın Yeni Evlenecek Çifte Uygun Komple Yapılı D.Gazlı,"Karabağlar, Bahçelievler Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-ucyol-temsilciligi-26467,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/0/7/4/4/2/4/d8de5848-761c-4b2e-990b-cf52b77e6a25.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/6/4/6/2/0/3033f06a-fb11-422d-9b6f-9a4b10785dea.jpg,izmir,karabaglar,bahcelievler,3,1,125,38,5,20000
12,20000,04-04-2024,Kiralık Daire,2 +                        1,90 m²,4                       Yaşında,0. Kat,Ümmetoğlu'ndan Eşyalı Kiralık 2+1 Bahçe Katı Yakamoz Mevkiinde,"Dikili, Gazipaşa Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/dikili-ummetoglu-emlak-31875,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/8/2/4/3/2/4/6e28e896-5822-4d20-a24f-87573c2534db.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/7/8/1/3/0/0cfd24b3-5361-4712-961d-07dca07a8506.jpg,izmir,dikili,gazipasa,2,1,90,4,0,20000
10,8000,09-04-2024,Kiralık Daire,2 +                        1,90 m²,10                       Yaşında,4. Kat,Evista Gayrimenkulden Eşyalı Kiralık Çatı Katı,"Ödemiş, İnönü Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/evista-gayrimenkul-144227,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/0/0/6/4/2/4/ede08df4-a6b9-440c-b8b1-90807a8f081b.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/2/2/4/4/1/114cdc96-7106-4e4c-8a5b-87f9bbf6975a.jpg,izmir,odemis,inonu,2,1,90,10,4,8000
1,19000,29-02-2024,Kiralık Daire,2 +                        1,90 m²,7                       Yaşında,4. Kat,"Full Eşyalı ,Site İçinde 2+1 Kiralık Daire","Bornova, Mevlana Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/5/2/0/7/4/3/1700229231-932568-34702583.jpeg,,izmir,bornova,mevlana,2,1,90,7,4,19000
26,20000,13-04-2024,Kiralık Residence,1 +                        1,55 m²,0 Yaşında,5. Kat,Arsal' Dan Havuzlu Lüx Site İçerisinde Balkonlu Sıfır Eşyalı 1+1,"Buca, Kuruçeşme Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/arsal-insaat-gayrimenkul-142478,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/6/7/1/4/2/4/07ad33c6-7500-4383-a913-1a52a26030f8.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/7/4/2/4/1/095c5f4d-d51b-4fdd-afd9-1523c4b457db.jpg,izmir,buca,kurucesme,1,1,55,0,5,20000
28,23500,06-04-2024,Kiralık Daire,3 +                        1,120 m²,31                       Yaşında,0. Kat,Babacan'dan K.Yaka Nergiz Metro Dibi 3+1 120 M2 Eşyalı Kiralık,"Karşıyaka, Bostanlı Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/babacanoglu-gayrimenkul-137848,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/4/8/7/3/1/de7d0fe5-a08c-4309-b04b-c7145e2fff68.jpg,,izmir,karsiyaka,bostanli,3,1,120,31,0,23500
30,12000,19-02-2024,Kiralık Daire,3 +                        1,148 m²,20                       Yaşında,3. Kat,Cennetoğlu Mahallesi’nde Ara Kat 3+1 Kiralık Daire,"Karabağlar, Cennetoğlu Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-pasha-140180,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/8/1/0/4/1/7f582be0-e912-4e28-a7f0-d4ff3eccb284.jpg,,izmir,karabaglar,cennetoglu,3,1,148,20,3,12000
31,17000,20-03-2024,Kiralık Daire,3 +                        1,130 m²,30                       Yaşında,3. Kat,Hatay Polis Karakolu Yakını 3+1 130 M2 Arakat Doğalgazlı Kiralık Daire,"Konak, Murat Reis Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/8/4/5/0/2/4/1705320185-424474-42054854.jpeg,,izmir,konak,murat_reis,3,1,130,30,3,17000
29,15000,28-03-2024,Kiralık Daire,3 +                        1,140 m²,30                       Yaşında,1. Kat,Karşıyaka Bahariyede 3+1 1.Kat Doğalgazlı Bakımlı Ferah Daire,"Karşıyaka, Bahariye Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/7/3/3/9/5/3/e0cf80d8-64f7-47cb-8373-d76beb84bc91.jpg,,izmir,karsiyaka,bahariye,3,1,140,30,1,15000
23,32000,05-04-2024,Kiralık Daire,3 +                        1,125 m²,30                       Yaşında,6. Kat,Karataş Sahil Yolunda 6.Kat 3+1 Full Deniz Manzaralı Kiralık,"Konak, Turgut Reis Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/4/3/6/4/2/4/434b44af-035b-4632-8b5a-fdc05b26521e.jpg,,izmir,konak,turgut_reis,3,1,125,30,6,32000
23,15000,30-03-2024,Kiralık Daire,3 +                        1,100 m²,11                       Yaşında,1. Kat,Halil Emlak Tan Boyalı Temiz Y. Giriş 3+1 100 M2 15.000 Tl,"Bornova, İnönü Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/4/4/3/4/2/4/c671f7fe-233d-4569-9a42-5f6860c3d80b.jpeg,,izmir,bornova,inonu,3,1,100,11,1,15000
35,46000,12-03-2024,Kiralık Daire,3 +                        1,150 m²,11                       Yaşında,4. Kat,Mavişehir Modern 1 De Havuz Cepheli Kiralık 3+1 Daire,"Çiğli, Ataşehir Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/5/1/4/3/2/4/08114329-fc98-4bab-9cdc-2bc6cb557269.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg,izmir,cigli,atasehir,3,1,150,11,4,46000
35,20000,07-04-2024,Kiralık Daire,3 +                        1,120 m²,0 Yaşında,2. Kat,Bornova 'da Yeni Binada Sıfır Kiralık Daire,"Bornova, İnönü Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/4/9/1/1/2/4/979bec09-204b-4c41-b40a-3d34c66a8efc.jpeg,,izmir,bornova,inonu,3,1,120,0,2,20000
43,10000,05-04-2024,Kiralık Daire,2 +                        1,80 m²,5                       Yaşında,1. Kat,Kemalpaşa  Armutlu İlköğretim Yanı 2+1 75m2 Daire Doğalgazlı,"Kemalpaşa, Armutlu Hürriyet Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/9/1/5/0/2/4/1705306300859-42051933.jpg,,izmir,kemalpasa,armutlu_hurriyet,2,1,80,5,1,10000
17,13000,06-04-2024,Kiralık Daire,1 +                        1,60 m²,5                       Yaşında,1. Kat,Remax Arma’dan Yemişlik Mah Kiralık Eşyalı Ara Kat 1+1 Daire,"Torbalı, Yemişlik Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/2/0/5/4/2/4/1712088065-792692-42450245.jpeg,,izmir,torbali,yemislik,1,1,60,5,1,13000
5,11000,17-03-2024,Kiralık Daire,1 +                        1,45 m²,5                       Yaşında,4. Kat,Larinden Buca Atatürk Mah 1+1 Eşyalı Kiralık,"Buca, Atatürk Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/larin-gayrimenkul-103687,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/3/1/7/3/2/4/bf22222b-9364-4cae-8ba8-d2a399c96639.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/8/6/3/0/1/2d407017-d4ae-4bed-bbcd-5e2ee0b62f4d.jpg,izmir,buca,ataturk,1,1,45,5,4,11000
12,20000,18-03-2024,Kiralık Daire,1 +                        1,57 m²,3                       Yaşında,1. Kat,Yakakent Kiralık Lüxeşyalı Siteiçinde 1+1güvenlikli Çiğli Serkan,"Çiğli, Yakakent Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/5/6/7/3/2/4/64b3d906-e4b0-40ae-96d4-a0b81b2af1aa.jpg,,izmir,cigli,yakakent,1,1,57,3,1,20000
11,20000,21-02-2024,Kiralık Daire,3 +                        1,140 m²,16                       Yaşında,1. Kat,"Narlıdere Çamtepe Mah. 140 M2 , Arakat , 3+1 Doğalgazlı Kiralık","Narlıdere, Çamtepe Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/9/9/3/2/2/4/04a0a169-28e1-469b-b1c5-01dac82fa0a5.jpeg,,izmir,narlidere,camtepe,3,1,140,16,1,20000
22,16500,15-04-2024,Kiralık Daire,2 +                        1,85 m²,10                       Yaşında,1. Kat,Şemikler İzban Yakını D. Ğazlı Balkonlu Açık Mutfak 2+1 Y.Giriş,"Karşıyaka, Şemikler Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/0/2/4/4/2/4/a70d7242-ffae-4f3a-9672-c2b5007be929.jpg,,izmir,karsiyaka,semikler,2,1,85,10,1,16500
2,12500,13-04-2024,Kiralık Daire,1 +                        1,60 m²,7                       Yaşında,6. Kat,Buca Kadın Doğum Hastanesı Yanı Siteici Arakat Asansörlü Full Esyali Kıralık 1+1 Geniş Daıre,"Buca, Atatürk Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/5/6/6/4/2/4/1712391861538-42466569.jpg,,izmir,buca,ataturk,1,1,60,7,6,12500
